group,session,mic,wav_file,filepath,audio_data,sample_rate,length,target
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0415.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0415.wav,"[-0.00289917  0.00244141 -0.00418091 ...  0.00167847  0.00546265
  0.00061035]",16000,3.0,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0416.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0416.wav,"[-0.00167847  0.00219727  0.0007019  ... -0.0010376  -0.00076294
  0.00076294]",16000,1.05,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0417.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0417.wav,"[ 0.00292969 -0.00244141 -0.00125122 ... -0.00167847  0.00442505
 -0.00170898]",16000,1.05,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0418.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0418.wav,"[-0.00473022  0.00292969  0.00039673 ... -0.00088501 -0.00299072
  0.00125122]",16000,1.05,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0419.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0419.wav,"[-0.00112915  0.00378418  0.00109863 ...  0.00424194 -0.00234985
  0.00112915]",16000,1.2,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0420.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0420.wav,"[ 0.00021362 -0.00064087  0.00219727 ...  0.00076294 -0.0022583
  0.00265503]",16000,1.05,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0421.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0421.wav,"[ 0.00082397  0.00299072  0.00231934 ... -0.00079346 -0.00131226
 -0.00338745]",16000,1.8,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0422.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0422.wav,"[-0.00149536  0.00042725 -0.00323486 ... -0.01245117 -0.01296997
 -0.01235962]",16000,1.05,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0423.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0423.wav,"[ 0.00244141 -0.00021362  0.00021362 ... -0.00039673  0.00094604
  0.00033569]",16000,0.9,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0424.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0424.wav,"[-0.00216675  0.00085449 -0.00204468 ...  0.0020752   0.00292969
  0.00308228]",16000,3.0,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0425.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0425.wav,"[ 0.00045776  0.00695801 -0.00061035 ...  0.02676392  0.01712036
  0.00531006]",16000,1.35,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0426.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0426.wav,"[ 0.0010376  -0.00024414 -0.00158691 ... -0.00299072 -0.00222778
 -0.00549316]",16000,1.2,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0427.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0427.wav,"[ 0.00012207  0.00198364 -0.0027771  ... -0.00296021  0.00064087
  0.00054932]",16000,1.35,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0428.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0428.wav,"[ 1.34277344e-03  3.26538086e-03 -6.40869141e-04 ...  8.23974609e-04
  3.05175781e-05 -4.33349609e-03]",16000,1.35,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0429.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0429.wav,"[ 0.00149536  0.00115967 -0.00274658 ...  0.00180054  0.00030518
  0.00473022]",16000,1.2,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0430.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0430.wav,"[-6.10351562e-05  1.31225586e-03 -3.96728516e-04 ...  1.15966797e-03
 -1.95312500e-03  1.43432617e-03]",16000,1.2074375,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0431.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0431.wav,"[-0.00045776  0.00268555  0.00012207 ...  0.00018311  0.00411987
 -0.00314331]",16000,2.55,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0432.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0432.wav,"[-0.00213623 -0.00094604  0.00216675 ... -0.00112915 -0.00021362
  0.00067139]",16000,2.7,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0433.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0433.wav,"[ 4.39453125e-03  2.16674805e-03 -3.08227539e-03 ... -5.18798828e-04
 -3.63159180e-03  6.10351562e-05]",16000,1.2,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0434.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0434.wav,"[-4.27246094e-04  2.47192383e-03  4.27246094e-04 ...  3.66210938e-03
  9.15527344e-05  3.81469727e-03]",16000,1.5,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0435.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0435.wav,"[-2.07519531e-03 -3.05175781e-05 -6.10351562e-04 ... -2.38037109e-03
  1.22070312e-04 -8.23974609e-04]",16000,1.2,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0436.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0436.wav,"[-2.44140625e-04 -3.05175781e-05 -5.06591797e-03 ... -2.53295898e-03
  4.54711914e-03 -2.83813477e-03]",16000,1.05,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0437.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0437.wav,"[-0.00039673  0.00045776 -0.00738525 ... -0.00222778  0.00115967
  0.00100708]",16000,0.9,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0438.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0438.wav,[0.00296021 0.00091553 0.00085449 ... 0.00033569 0.00161743 0.00082397],16000,3.9,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0439.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0439.wav,"[-0.00311279 -0.00131226  0.00030518 ...  0.00439453  0.
  0.00119019]",16000,1.5,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0440.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0440.wav,"[ 0.00064087 -0.00115967  0.00314331 ...  0.00048828  0.00030518
  0.00143433]",16000,0.9,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0441.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0441.wav,"[-0.00274658 -0.00115967  0.00158691 ...  0.0017395   0.00250244
 -0.00036621]",16000,0.9,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0442.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0442.wav,"[ 0.00039673 -0.00436401 -0.00164795 ... -0.00186157  0.00134277
 -0.00204468]",16000,0.9,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0443.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0443.wav,"[ 9.15527344e-05 -5.52368164e-03 -5.18798828e-04 ...  6.10351562e-04
  2.59399414e-03 -1.89208984e-03]",16000,0.75,1
F_Dys,F03S02,arrayMic,wav_arrayMic_F03S02_0444.wav,TORGO\F_Dys\wav_arrayMic_F03S02\wav_arrayMic_F03S02_0444.wav,"[-3.05175781e-05 -1.89208984e-03  2.59399414e-03 ... -2.38037109e-03
  1.55639648e-03  8.54492188e-04]",16000,1.95,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0001.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0001.wav,"[-0.00054932 -0.00161743 -0.00518799 ... -0.00039673  0.00393677
 -0.00057983]",16000,4.8,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0003.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0003.wav,"[-0.00100708 -0.00289917 -0.00048828 ...  0.00021362  0.00030518
  0.00292969]",16000,3.3,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0004.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0004.wav,"[-0.00091553 -0.00106812  0.00189209 ... -0.00326538  0.0027771
 -0.00265503]",16000,2.4,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0005.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0005.wav,"[ 2.71606445e-03  3.44848633e-03  2.13623047e-04 ... -1.28173828e-03
 -9.15527344e-05 -8.85009766e-04]",16000,2.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0006.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0006.wav,"[ 0.00048828 -0.00064087  0.00033569 ... -0.00033569 -0.00326538
  0.00109863]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0007.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0007.wav,"[-0.00024414 -0.00134277  0.00332642 ... -0.00244141  0.
  0.00244141]",16000,4.5,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0008.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0008.wav,"[-1.09863281e-03  1.22070312e-03 -1.00708008e-03 ...  3.05175781e-05
  5.79833984e-04  6.40869141e-04]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0009.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0009.wav,"[ 0.00091553 -0.00265503 -0.00234985 ... -0.00177002 -0.0005188
  0.00094604]",16000,4.5,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0010.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0010.wav,"[ 0.00125122  0.0032959   0.00396729 ... -0.00082397 -0.00292969
  0.00253296]",16000,2.4,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0011.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0011.wav,"[ 0.         -0.00448608 -0.00219727 ...  0.00195312  0.00064087
 -0.0005188 ]",16000,2.4,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0012.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0012.wav,"[ 2.86865234e-03  4.57763672e-04  9.15527344e-05 ... -1.34277344e-03
 -2.44140625e-04 -2.96020508e-03]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0013.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0013.wav,"[-0.00091553 -0.0039978   0.0010376  ...  0.00616455 -0.00491333
  0.00317383]",16000,2.85,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0014.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0014.wav,"[ 0.00073242  0.0022583   0.00363159 ...  0.00021362 -0.00363159
  0.00338745]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0015.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0015.wav,"[-0.00079346 -0.0017395  -0.00027466 ...  0.00192261 -0.00140381
 -0.00201416]",16000,2.55,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0016.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0016.wav,"[-0.00064087  0.00097656  0.00256348 ... -0.00506592  0.00216675
  0.00192261]",16000,3.0,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0017.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0017.wav,"[-0.00073242 -0.00396729  0.00320435 ...  0.00134277  0.00216675
 -0.00057983]",16000,2.4,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0018.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0018.wav,"[ 0.00033569  0.00091553  0.00045776 ...  0.00112915 -0.00024414
  0.0022583 ]",16000,2.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0019.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0019.wav,"[-0.00250244  0.00167847 -0.00057983 ... -0.0010376  -0.00024414
 -0.00143433]",16000,2.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0020.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0020.wav,"[ 0.0022583  -0.00088501  0.00183105 ...  0.00134277 -0.00106812
  0.00234985]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0021.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0021.wav,"[ 0.00192261 -0.00186157  0.00250244 ...  0.00106812 -0.00064087
  0.00479126]",16000,3.6,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0022.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0022.wav,"[ 3.54003906e-03  3.50952148e-03  6.10351562e-05 ... -7.04956055e-03
 -2.34985352e-03 -5.06591797e-03]",16000,4.5,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0023.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0023.wav,"[ 0.00808716  0.00109863 -0.00213623 ... -0.00054932  0.00280762
 -0.00109863]",16000,4.65,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0024.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0024.wav,"[-0.0012207   0.0010376  -0.00076294 ... -0.00085449 -0.00137329
  0.00085449]",16000,2.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0025.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0025.wav,"[-0.00128174  0.00280762 -0.00231934 ... -0.00167847 -0.00021362
 -0.00308228]",16000,4.5,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0026.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0026.wav,"[-0.00357056  0.00097656  0.00082397 ...  0.00219727 -0.00271606
 -0.00271606]",16000,2.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0027.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0027.wav,"[ 1.52587891e-04  3.05175781e-05  1.83105469e-04 ... -7.62939453e-04
 -3.66210938e-04 -1.00708008e-03]",16000,2.55,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0028.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0028.wav,"[-0.00048828  0.00259399  0.00042725 ...  0.00106812 -0.00183105
  0.00115967]",16000,2.1,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0029.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0029.wav,"[-0.00457764 -0.00299072  0.00222778 ...  0.00460815 -0.00027466
  0.00177002]",16000,5.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0030.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0030.wav,"[-0.00366211 -0.00579834 -0.00708008 ...  0.00033569 -0.0022583
  0.00357056]",16000,4.5,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0031.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0031.wav,"[ 0.00012207  0.00036621 -0.00064087 ... -0.00357056  0.00222778
 -0.00375366]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0032.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0032.wav,"[-0.0039978   0.00250244 -0.0017395  ...  0.00012207  0.00213623
 -0.00054932]",16000,3.75,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0033.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0033.wav,"[-0.00048828  0.0010376  -0.00250244 ...  0.00442505  0.00216675
 -0.00106812]",16000,2.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0034.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0034.wav,"[ 0.00256348  0.00082397 -0.00018311 ...  0.00393677 -0.00015259
  0.00073242]",16000,2.55,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0035.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0035.wav,"[ 0.00064087 -0.00082397 -0.00219727 ... -0.00619507 -0.00073242
 -0.00616455]",16000,1.2,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0036.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0036.wav,"[ 0.00384521  0.00140381  0.00350952 ...  0.0010376   0.00033569
 -0.00106812]",16000,5.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0037.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0037.wav,"[-0.00036621  0.00170898 -0.00186157 ...  0.00338745 -0.00430298
 -0.00109863]",16000,3.75,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0038.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0038.wav,"[-0.0012207  -0.00164795 -0.00292969 ...  0.0038147  -0.00219727
  0.00061035]",16000,7.5,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0039.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0039.wav,"[ 2.99072266e-03 -9.15527344e-05  2.44140625e-03 ...  1.19018555e-03
  1.80053711e-03  2.74658203e-04]",16000,2.4,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0040.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0040.wav,"[-0.00161743  0.00393677 -0.00012207 ...  0.00292969 -0.00177002
  0.00244141]",16000,1.35,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0041.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0041.wav,"[-0.00170898  0.00424194 -0.00039673 ...  0.00418091 -0.00476074
  0.0007019 ]",16000,4.95,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0042.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0042.wav,"[ 0.00238037  0.00366211  0.00085449 ...  0.00109863  0.0007019
 -0.00125122]",16000,2.55,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0043.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0043.wav,"[ 0.00027466 -0.00180054  0.00375366 ... -0.0027771  -0.01022339
 -0.00595093]",16000,1.95,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0044.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0044.wav,"[-0.00689697 -0.00271606  0.00479126 ...  0.00180054 -0.00180054
  0.00350952]",16000,3.3,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0045.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0045.wav,"[ 0.00000000e+00 -1.09863281e-03 -3.05175781e-05 ...  0.00000000e+00
 -4.73022461e-03  1.70898438e-03]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0046.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0046.wav,"[ 2.44140625e-04 -1.03759766e-03 -2.83813477e-03 ...  9.15527344e-05
  8.85009766e-04 -1.80053711e-03]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0047.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0047.wav,"[ 0.00189209 -0.00259399 -0.00024414 ...  0.0005188  -0.00323486
  0.00079346]",16000,8.1,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0048.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0048.wav,"[-0.00247192  0.00131226  0.00308228 ...  0.00024414 -0.00213623
  0.00128174]",16000,4.95,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0049.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0049.wav,"[ 0.00234985 -0.00039673  0.00198364 ...  0.00350952  0.00323486
  0.00531006]",16000,2.1,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0050.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0050.wav,"[-2.96020508e-03  3.05175781e-05  1.43432617e-03 ... -6.40869141e-04
 -4.27246094e-04  0.00000000e+00]",16000,4.5,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0051.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0051.wav,"[-0.00131226 -0.00219727  0.00091553 ... -0.00039673 -0.00146484
  0.00119019]",16000,2.1,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0052.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0052.wav,"[-0.00131226  0.00119019  0.00115967 ... -0.00027466  0.00109863
  0.00570679]",16000,3.15,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0053.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0053.wav,"[ 6.10351562e-05 -3.47900391e-03  2.44140625e-03 ...  1.15966797e-03
  1.03759766e-03 -5.79833984e-04]",16000,2.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0054.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0054.wav,"[ 1.52587891e-03  3.05175781e-05  3.23486328e-03 ...  3.60107422e-03
 -2.92968750e-03  3.20434570e-03]",16000,1.95,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0055.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0055.wav,"[ 0.00213623  0.0012207  -0.00073242 ... -0.0007019  -0.00335693
  0.00241089]",16000,4.05,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0056.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0056.wav,"[-0.00085449  0.00152588 -0.00158691 ... -0.0010376  -0.00021362
  0.00085449]",16000,4.35,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0057.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0057.wav,"[-0.00204468 -0.00115967 -0.00024414 ...  0.00149536 -0.00140381
 -0.00057983]",16000,2.25,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0058.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0058.wav,"[-0.00247192  0.00259399 -0.00244141 ...  0.00128174 -0.00302124
  0.00158691]",16000,2.85,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0059.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0059.wav,"[ 6.10351562e-05 -2.25830078e-03 -1.40380859e-03 ... -1.52587891e-03
  1.67846680e-03  6.40869141e-04]",16000,1.95,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0060.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0060.wav,"[2.28881836e-03 5.03540039e-03 1.43432617e-03 ... 5.79833984e-04
 7.32421875e-04 9.15527344e-05]",16000,1.65,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0061.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0061.wav,"[ 1.61743164e-03 -3.05175781e-05  7.62939453e-04 ...  8.54492188e-04
  4.57763672e-04 -4.57763672e-04]",16000,1.65,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0062.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0062.wav,"[ 1.61743164e-03 -3.05175781e-05  7.62939453e-04 ...  8.54492188e-04
  4.57763672e-04 -4.57763672e-04]",16000,1.65,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0063.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0063.wav,"[-1.25122070e-03 -1.12915039e-03  4.57763672e-04 ... -6.40869141e-04
 -6.40869141e-04 -3.05175781e-05]",16000,2.85,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0064.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0064.wav,"[ 0.00045776 -0.00128174 -0.00036621 ...  0.00198364 -0.00271606
  0.00363159]",16000,1.65,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0065.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0065.wav,"[-2.80761719e-03 -1.37329102e-03  3.35693359e-03 ...  1.64794922e-03
 -4.02832031e-03 -3.05175781e-05]",16000,2.85,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0066.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0066.wav,"[-0.00289917 -0.00036621  0.00094604 ... -0.00228882 -0.00125122
 -0.00021362]",16000,1.5,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0067.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0067.wav,"[-0.00012207  0.00170898  0.00131226 ... -0.0027771  -0.00015259
  0.00146484]",16000,2.7,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0068.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0068.wav,"[ 0.00027466  0.00360107  0.00027466 ...  0.00085449 -0.00042725
  0.00033569]",16000,1.05,1
F_Dys,F03S03,arrayMic,wav_arrayMic_F03S03_0069.wav,TORGO\F_Dys\wav_arrayMic_F03S03\wav_arrayMic_F03S03_0069.wav,"[ 0.00061035 -0.0012207  -0.00076294 ... -0.00042725 -0.00344849
  0.00177002]",16000,1.65,1
